user_id,user_name,income,category,amount,date,month,day_of_week,description
1,Emily (College Student),2800,food,33.7,2023-03-19,3,6,Supermarket weekly shop
1,Emily (College Student),2800,food,40.4,2023-03-24,3,4,Supermarket weekly shop
1,Emily (College Student),2800,food,29.89,2023-03-19,3,6,Deli sandwich
1,Emily (College Student),2800,transport,28.38,2023-03-06,3,0,Monthly bus pass
1,Emily (College Student),2800,transport,219.3,2023-03-20,3,0,Monthly bus pass
1,Emily (College Student),2800,transport,26.77,2023-03-22,3,2,Rideshare to work
1,Emily (College Student),2800,shopping,93.61,2023-03-29,3,2,Furniture store
1,Emily (College Student),2800,shopping,85.24,2023-03-08,3,2,Furniture store
1,Emily (College Student),2800,entertainment,195.51,2023-03-14,3,1,Board game night supplies
1,Emily (College Student),2800,entertainment,203.93,2023-03-17,3,4,Video game purchase
1,Emily (College Student),2800,utilities,271.74,2023-03-09,3,3,Home insurance
1,Emily (College Student),2800,utilities,166.96,2023-03-05,3,6,Home security system
1,Emily (College Student),2800,health,9.17,2023-03-01,3,2,Mental health counseling
1,Emily (College Student),2800,health,35.6,2023-03-20,3,0,Health insurance copay
1,Emily (College Student),2800,health,38.04,2023-03-04,3,5,Doctor visit copay
1,Emily (College Student),2800,travel,29.44,2023-03-18,3,5,Car rental
1,Emily (College Student),2800,other,138.65,2023-03-12,3,6,Bank service fee
1,Emily (College Student),2800,other,95.27,2023-03-29,3,2,Pet supplies
1,Emily (College Student),2800,food,203.75,2023-04-22,4,5,Pizza delivery
1,Emily (College Student),2800,food,36.6,2023-04-17,4,0,Supermarket weekly shop
1,Emily (College Student),2800,food,138.42,2023-04-03,4,0,Pizza delivery
1,Emily (College Student),2800,food,41.76,2023-04-02,4,6,Fast food delivery
1,Emily (College Student),2800,food,147.95,2023-04-21,4,4,Bakery
1,Emily (College Student),2800,food,84.05,2023-04-24,4,0,Snacks and drinks
1,Emily (College Student),2800,food,38.08,2023-04-22,4,5,Coffee shop
1,Emily (College Student),2800,food,42.42,2023-04-29,4,5,Fast food delivery
1,Emily (College Student),2800,food,39.84,2023-04-22,4,5,Sushi takeout
1,Emily (College Student),2800,food,45.02,2023-04-19,4,2,Snacks and drinks
1,Emily (College Student),2800,transport,31.78,2023-04-28,4,4,Gas station fill-up
1,Emily (College Student),2800,transport,37.1,2023-04-29,4,5,Oil change service
1,Emily (College Student),2800,transport,133.78,2023-04-07,4,4,Car wash
1,Emily (College Student),2800,transport,83.77,2023-04-08,4,5,Car wash
1,Emily (College Student),2800,shopping,28.21,2023-04-14,4,4,Furniture store
1,Emily (College Student),2800,shopping,72.05,2023-04-24,4,0,Electronics purchase
1,Emily (College Student),2800,shopping,110.43,2023-04-30,4,6,Seasonal sale haul
1,Emily (College Student),2800,entertainment,96.63,2023-04-06,4,3,Netflix subscription
1,Emily (College Student),2800,entertainment,90.83,2023-04-06,4,3,Streaming service
1,Emily (College Student),2800,entertainment,235.9,2023-04-26,4,2,Comedy club
1,Emily (College Student),2800,utilities,155.21,2023-04-04,4,1,Home insurance
1,Emily (College Student),2800,utilities,124.49,2023-04-28,4,4,Electricity bill
1,Emily (College Student),2800,utilities,50.47,2023-04-28,4,4,Sewer service
1,Emily (College Student),2800,utilities,115.19,2023-04-08,4,5,Natural gas bill
1,Emily (College Student),2800,health,11.45,2023-04-22,4,5,Dental checkup
1,Emily (College Student),2800,health,27.0,2023-04-13,4,3,Vitamins and supplements
1,Emily (College Student),2800,health,33.71,2023-04-09,4,6,Doctor visit copay
1,Emily (College Student),2800,health,10.16,2023-04-25,4,1,Vision exam
1,Emily (College Student),2800,travel,33.39,2023-04-12,4,2,Vacation rental
1,Emily (College Student),2800,other,53.24,2023-04-11,4,1,ATM withdrawal
1,Emily (College Student),2800,other,70.71,2023-04-04,4,1,Dry cleaning
1,Emily (College Student),2800,other,114.11,2023-04-06,4,3,Moving expenses
1,Emily (College Student),2800,food,171.59,2023-05-31,5,2,Breakfast café
1,Emily (College Student),2800,food,42.69,2023-05-20,5,5,Lunch at restaurant
1,Emily (College Student),2800,food,38.23,2023-05-24,5,2,Deli sandwich
1,Emily (College Student),2800,food,54.34,2023-05-10,5,2,Breakfast café
1,Emily (College Student),2800,food,60.5,2023-05-13,5,5,Brunch spot
1,Emily (College Student),2800,food,110.87,2023-05-05,5,4,Farmers market
1,Emily (College Student),2800,food,80.43,2023-05-22,5,0,Bakery
1,Emily (College Student),2800,food,242.72,2023-05-20,5,5,Farmers market
1,Emily (College Student),2800,food,90.36,2023-05-18,5,3,Dinner with friends
1,Emily (College Student),2800,food,42.93,2023-05-13,5,5,Breakfast café
1,Emily (College Student),2800,food,54.03,2023-05-15,5,0,Organic market
1,Emily (College Student),2800,transport,32.54,2023-05-22,5,0,Monthly bus pass
1,Emily (College Student),2800,transport,57.84,2023-05-10,5,2,Lyft to airport
1,Emily (College Student),2800,transport,172.15,2023-05-22,5,0,Car wash
1,Emily (College Student),2800,transport,49.06,2023-05-20,5,5,Oil change service
1,Emily (College Student),2800,shopping,17.13,2023-05-26,5,4,Home goods
1,Emily (College Student),2800,shopping,121.52,2023-05-05,5,4,Amazon order
1,Emily (College Student),2800,shopping,19.19,2023-05-02,5,1,Home goods
1,Emily (College Student),2800,shopping,20.56,2023-05-16,5,1,Furniture store
1,Emily (College Student),2800,entertainment,191.3,2023-05-07,5,6,Bowling night
1,Emily (College Student),2800,entertainment,56.87,2023-05-16,5,1,Concert tickets
1,Emily (College Student),2800,entertainment,77.25,2023-05-21,5,6,Online course
1,Emily (College Student),2800,entertainment,104.87,2023-05-25,5,3,Online course
1,Emily (College Student),2800,utilities,303.75,2023-05-26,5,4,Cable TV
1,Emily (College Student),2800,utilities,131.13,2023-05-17,5,2,Sewer service
1,Emily (College Student),2800,health,67.81,2023-05-18,5,3,Dental checkup
1,Emily (College Student),2800,travel,43.92,2023-05-30,5,1,Hotel booking
1,Emily (College Student),2800,other,61.44,2023-05-18,5,3,Moving expenses
1,Emily (College Student),2800,other,120.21,2023-05-11,5,3,Professional dues
1,Emily (College Student),2800,other,85.27,2023-05-20,5,5,Miscellaneous
1,Emily (College Student),2800,food,174.67,2023-06-08,6,3,Fast food delivery
1,Emily (College Student),2800,food,108.45,2023-06-23,6,4,Snacks and drinks
1,Emily (College Student),2800,food,128.01,2023-06-17,6,5,Food truck lunch
1,Emily (College Student),2800,food,82.2,2023-06-17,6,5,Snacks and drinks
1,Emily (College Student),2800,food,70.03,2023-06-13,6,1,Grocery store
1,Emily (College Student),2800,food,83.05,2023-06-28,6,2,Farmers market
1,Emily (College Student),2800,food,81.98,2023-06-16,6,4,Sushi takeout
1,Emily (College Student),2800,food,85.8,2023-06-10,6,5,Snacks and drinks
1,Emily (College Student),2800,food,111.39,2023-06-18,6,6,Brunch spot
1,Emily (College Student),2800,food,73.29,2023-06-26,6,0,Meal prep ingredients
1,Emily (College Student),2800,transport,93.41,2023-06-22,6,3,Car wash
1,Emily (College Student),2800,transport,73.91,2023-06-26,6,0,Toll road fee
1,Emily (College Student),2800,transport,93.09,2023-06-24,6,5,Uber ride
1,Emily (College Student),2800,transport,82.99,2023-06-27,6,1,Train ticket
1,Emily (College Student),2800,shopping,61.19,2023-06-30,6,4,Department store
1,Emily (College Student),2800,shopping,158.61,2023-06-19,6,0,Furniture store
1,Emily (College Student),2800,shopping,18.98,2023-06-22,6,3,Amazon order
1,Emily (College Student),2800,entertainment,78.67,2023-06-10,6,5,Bowling night
1,Emily (College Student),2800,entertainment,107.77,2023-06-11,6,6,Streaming service
1,Emily (College Student),2800,entertainment,284.59,2023-06-11,6,6,Bowling night
1,Emily (College Student),2800,utilities,147.14,2023-06-03,6,5,Sewer service
1,Emily (College Student),2800,utilities,190.7,2023-06-01,6,3,Cable TV
1,Emily (College Student),2800,utilities,70.5,2023-06-18,6,6,Electricity bill
1,Emily (College Student),2800,health,9.55,2023-06-02,6,4,Urgent care visit
1,Emily (College Student),2800,health,8.46,2023-06-01,6,3,Dental checkup
1,Emily (College Student),2800,health,66.02,2023-06-07,6,2,Gym membership
1,Emily (College Student),2800,travel,21.76,2023-06-19,6,0,Car rental
1,Emily (College Student),2800,travel,21.32,2023-06-15,6,3,Train pass (vacation)
1,Emily (College Student),2800,travel,40.76,2023-06-09,6,4,Tourist attraction tickets
1,Emily (College Student),2800,other,58.78,2023-06-04,6,6,Charity donation
1,Emily (College Student),2800,other,96.98,2023-06-10,6,5,Bank service fee
1,Emily (College Student),2800,other,130.33,2023-06-19,6,0,ATM withdrawal
1,Emily (College Student),2800,food,30.77,2023-07-17,7,0,Grocery store
1,Emily (College Student),2800,food,76.85,2023-07-28,7,4,Online grocery order
1,Emily (College Student),2800,food,101.58,2023-07-04,7,1,Sushi takeout
1,Emily (College Student),2800,food,52.79,2023-07-21,7,4,Food truck lunch
1,Emily (College Student),2800,food,31.21,2023-07-23,7,6,Bakery
1,Emily (College Student),2800,food,448.17,2023-07-24,7,0,Pizza delivery
1,Emily (College Student),2800,food,79.22,2023-07-20,7,3,Brunch spot
1,Emily (College Student),2800,food,38.06,2023-07-25,7,1,Snacks and drinks
1,Emily (College Student),2800,food,41.58,2023-07-27,7,3,Pizza delivery
1,Emily (College Student),2800,food,39.0,2023-07-11,7,1,Coffee shop
1,Emily (College Student),2800,transport,59.29,2023-07-22,7,5,Toll road fee
1,Emily (College Student),2800,transport,71.1,2023-07-11,7,1,Gas station fill-up
1,Emily (College Student),2800,transport,120.3,2023-07-16,7,6,Rideshare to work
1,Emily (College Student),2800,transport,83.67,2023-07-11,7,1,Uber ride
1,Emily (College Student),2800,shopping,75.84,2023-07-09,7,6,Seasonal sale haul
1,Emily (College Student),2800,shopping,65.04,2023-07-20,7,3,Tech accessories
1,Emily (College Student),2800,shopping,59.27,2023-07-29,7,5,Shoe store
1,Emily (College Student),2800,entertainment,170.89,2023-07-08,7,5,Museum visit
1,Emily (College Student),2800,entertainment,161.53,2023-07-18,7,1,Escape room
1,Emily (College Student),2800,entertainment,114.59,2023-07-16,7,6,Museum visit
1,Emily (College Student),2800,utilities,324.86,2023-07-23,7,6,Natural gas bill
1,Emily (College Student),2800,utilities,121.35,2023-07-10,7,0,Home security system
1,Emily (College Student),2800,utilities,134.37,2023-07-19,7,2,Trash collection
1,Emily (College Student),2800,health,2.11,2023-07-12,7,2,Dermatologist visit
1,Emily (College Student),2800,health,1.64,2023-07-15,7,5,Vision exam
1,Emily (College Student),2800,health,54.96,2023-07-10,7,0,Vision exam
1,Emily (College Student),2800,health,2.1,2023-07-08,7,5,Doctor visit copay
1,Emily (College Student),2800,travel,27.02,2023-07-25,7,1,Train pass (vacation)
1,Emily (College Student),2800,travel,25.51,2023-07-06,7,3,Car rental
1,Emily (College Student),2800,travel,39.09,2023-07-07,7,4,Train pass (vacation)
1,Emily (College Student),2800,other,26.22,2023-07-17,7,0,Moving expenses
1,Emily (College Student),2800,other,39.84,2023-07-10,7,0,Bank service fee
1,Emily (College Student),2800,other,206.17,2023-07-27,7,3,Pet supplies
1,Emily (College Student),2800,food,75.87,2023-08-28,8,0,Coffee shop
1,Emily (College Student),2800,food,97.87,2023-08-13,8,6,Supermarket weekly shop
1,Emily (College Student),2800,food,41.43,2023-08-05,8,5,Dinner with friends
1,Emily (College Student),2800,food,38.87,2023-08-03,8,3,Lunch at restaurant
1,Emily (College Student),2800,food,48.18,2023-08-18,8,4,Meal prep ingredients
1,Emily (College Student),2800,food,59.51,2023-08-25,8,4,Food truck lunch
1,Emily (College Student),2800,food,50.89,2023-08-30,8,2,Snacks and drinks
1,Emily (College Student),2800,food,363.72,2023-08-10,8,3,Supermarket weekly shop
1,Emily (College Student),2800,food,46.8,2023-08-20,8,6,Lunch at restaurant
1,Emily (College Student),2800,transport,253.44,2023-08-22,8,1,Monthly bus pass
1,Emily (College Student),2800,transport,41.46,2023-08-06,8,6,Parking garage
1,Emily (College Student),2800,transport,41.57,2023-08-06,8,6,Lyft to airport
1,Emily (College Student),2800,shopping,62.44,2023-08-20,8,6,Gift purchase
1,Emily (College Student),2800,shopping,59.38,2023-08-10,8,3,Amazon order
1,Emily (College Student),2800,shopping,88.36,2023-08-08,8,1,Shoe store
1,Emily (College Student),2800,entertainment,191.84,2023-08-26,8,5,Video game purchase
1,Emily (College Student),2800,entertainment,190.13,2023-08-26,8,5,Board game night supplies
1,Emily (College Student),2800,entertainment,126.7,2023-08-22,8,1,Spotify premium
1,Emily (College Student),2800,utilities,163.57,2023-08-09,8,2,Internet provider
1,Emily (College Student),2800,utilities,178.7,2023-08-03,8,3,Electricity bill
1,Emily (College Student),2800,utilities,167.92,2023-08-06,8,6,Cell phone plan
1,Emily (College Student),2800,health,21.37,2023-08-13,8,6,Vision exam
1,Emily (College Student),2800,health,22.15,2023-08-17,8,3,First aid supplies
1,Emily (College Student),2800,health,18.51,2023-08-16,8,2,Mental health counseling
1,Emily (College Student),2800,travel,69.14,2023-08-20,8,6,Flight tickets
1,Emily (College Student),2800,other,160.11,2023-08-20,8,6,Dry cleaning
1,Emily (College Student),2800,other,89.3,2023-08-01,8,1,Bank service fee
1,Emily (College Student),2800,food,66.42,2023-09-16,9,5,Lunch at restaurant
1,Emily (College Student),2800,food,87.78,2023-09-30,9,5,Snacks and drinks
1,Emily (College Student),2800,food,226.78,2023-09-23,9,5,Farmers market
1,Emily (College Student),2800,food,49.68,2023-09-27,9,2,Supermarket weekly shop
1,Emily (College Student),2800,food,78.18,2023-09-15,9,4,Pizza delivery
1,Emily (College Student),2800,food,85.08,2023-09-16,9,5,Farmers market
1,Emily (College Student),2800,food,68.26,2023-09-28,9,3,Grocery store
1,Emily (College Student),2800,food,46.34,2023-09-22,9,4,Food truck lunch
1,Emily (College Student),2800,food,57.81,2023-09-16,9,5,Deli sandwich
1,Emily (College Student),2800,transport,53.77,2023-09-07,9,3,Car insurance payment
1,Emily (College Student),2800,transport,102.2,2023-09-18,9,0,Uber ride
1,Emily (College Student),2800,transport,76.71,2023-09-30,9,5,Car insurance payment
1,Emily (College Student),2800,transport,103.21,2023-09-15,9,4,Highway toll
1,Emily (College Student),2800,shopping,36.24,2023-09-20,9,2,Sports equipment
1,Emily (College Student),2800,shopping,17.77,2023-09-08,9,4,Tech accessories
1,Emily (College Student),2800,shopping,181.8,2023-09-06,9,2,Shoe store
1,Emily (College Student),2800,entertainment,155.79,2023-09-27,9,2,Museum visit
1,Emily (College Student),2800,entertainment,156.11,2023-09-04,9,0,Concert tickets
1,Emily (College Student),2800,entertainment,97.53,2023-09-16,9,5,Video game purchase
1,Emily (College Student),2800,utilities,136.74,2023-09-15,9,4,Cloud storage subscription
1,Emily (College Student),2800,utilities,86.6,2023-09-05,9,1,Home insurance
1,Emily (College Student),2800,utilities,93.92,2023-09-07,9,3,VPN subscription
1,Emily (College Student),2800,utilities,92.7,2023-09-17,9,6,Cable TV
1,Emily (College Student),2800,health,64.86,2023-09-26,9,1,Physical therapy session
1,Emily (College Student),2800,health,21.28,2023-09-11,9,0,Urgent care visit
1,Emily (College Student),2800,travel,40.83,2023-09-17,9,6,Travel insurance
1,Emily (College Student),2800,other,204.49,2023-09-10,9,6,Moving expenses
1,Emily (College Student),2800,other,81.2,2023-09-19,9,1,Storage unit
1,Emily (College Student),2800,food,382.81,2023-10-22,10,6,Fast food delivery
1,Emily (College Student),2800,food,32.95,2023-10-16,10,0,Fast food delivery
1,Emily (College Student),2800,food,37.91,2023-10-17,10,1,Breakfast café
1,Emily (College Student),2800,food,100.0,2023-10-28,10,5,Food truck lunch
1,Emily (College Student),2800,food,39.09,2023-10-04,10,2,Food truck lunch
1,Emily (College Student),2800,food,35.46,2023-10-01,10,6,Snacks and drinks
1,Emily (College Student),2800,food,42.11,2023-10-28,10,5,Fast food delivery
1,Emily (College Student),2800,food,140.39,2023-10-03,10,1,Pizza delivery
1,Emily (College Student),2800,food,37.83,2023-10-11,10,2,Farmers market
1,Emily (College Student),2800,transport,42.46,2023-10-13,10,4,Oil change service
1,Emily (College Student),2800,transport,75.31,2023-10-21,10,5,Monthly metro card
1,Emily (College Student),2800,transport,75.51,2023-10-29,10,6,Bike repair
1,Emily (College Student),2800,transport,77.99,2023-10-16,10,0,Rideshare to work
1,Emily (College Student),2800,shopping,72.0,2023-10-22,10,6,Seasonal sale haul
1,Emily (College Student),2800,shopping,81.3,2023-10-10,10,1,Home goods
1,Emily (College Student),2800,shopping,51.21,2023-10-24,10,1,Clothing store
1,Emily (College Student),2800,entertainment,117.74,2023-10-28,10,5,Concert tickets
1,Emily (College Student),2800,entertainment,86.32,2023-10-28,10,5,Netflix subscription
1,Emily (College Student),2800,entertainment,157.38,2023-10-07,10,5,Netflix subscription
1,Emily (College Student),2800,utilities,146.89,2023-10-14,10,5,VPN subscription
1,Emily (College Student),2800,utilities,159.06,2023-10-22,10,6,Internet provider
1,Emily (College Student),2800,utilities,131.68,2023-10-06,10,4,Internet provider
1,Emily (College Student),2800,health,84.88,2023-10-20,10,4,Physical therapy session
1,Emily (College Student),2800,travel,26.24,2023-10-20,10,4,Vacation rental
1,Emily (College Student),2800,other,48.11,2023-10-05,10,3,Pet supplies
1,Emily (College Student),2800,other,203.66,2023-10-15,10,6,Storage unit
1,Emily (College Student),2800,food,92.97,2023-11-10,11,4,Dinner with friends
1,Emily (College Student),2800,food,6.29,2023-11-01,11,2,Farmers market
1,Emily (College Student),2800,food,43.96,2023-11-11,11,5,Supermarket weekly shop
1,Emily (College Student),2800,food,10.85,2023-11-30,11,3,Online grocery order
1,Emily (College Student),2800,food,7.46,2023-11-27,11,0,Dinner with friends
1,Emily (College Student),2800,food,6.31,2023-11-25,11,5,Sushi takeout
1,Emily (College Student),2800,food,678.4,2023-11-08,11,2,Pizza delivery
1,Emily (College Student),2800,food,17.86,2023-11-22,11,2,Fast food delivery
1,Emily (College Student),2800,food,5.35,2023-11-25,11,5,Supermarket weekly shop
1,Emily (College Student),2800,food,6.84,2023-11-10,11,4,Supermarket weekly shop
1,Emily (College Student),2800,food,6.68,2023-11-19,11,6,Fast food delivery
1,Emily (College Student),2800,transport,50.14,2023-11-05,11,6,Bike repair
1,Emily (College Student),2800,transport,59.44,2023-11-18,11,5,Highway toll
1,Emily (College Student),2800,transport,117.85,2023-11-12,11,6,Lyft to airport
1,Emily (College Student),2800,transport,53.55,2023-11-17,11,4,Highway toll
1,Emily (College Student),2800,shopping,21.9,2023-11-26,11,6,Shoe store
1,Emily (College Student),2800,shopping,19.97,2023-11-24,11,4,Back-to-school supplies
1,Emily (College Student),2800,shopping,90.94,2023-11-11,11,5,Sports equipment
1,Emily (College Student),2800,shopping,121.27,2023-11-04,11,5,Gift purchase
1,Emily (College Student),2800,entertainment,150.36,2023-11-24,11,4,Bowling night
1,Emily (College Student),2800,entertainment,18.51,2023-11-28,11,1,Streaming service
1,Emily (College Student),2800,entertainment,160.97,2023-11-03,11,4,Netflix subscription
1,Emily (College Student),2800,entertainment,62.08,2023-11-09,11,3,Museum visit
1,Emily (College Student),2800,utilities,188.1,2023-11-27,11,0,Home security system
1,Emily (College Student),2800,utilities,187.92,2023-11-12,11,6,Water bill
1,Emily (College Student),2800,utilities,160.41,2023-11-22,11,2,Natural gas bill
1,Emily (College Student),2800,health,7.04,2023-11-08,11,2,Lab work
1,Emily (College Student),2800,health,29.14,2023-11-03,11,4,Lab work
1,Emily (College Student),2800,health,11.99,2023-11-27,11,0,Mental health counseling
1,Emily (College Student),2800,health,35.88,2023-11-30,11,3,Dermatologist visit
1,Emily (College Student),2800,travel,19.1,2023-11-10,11,4,Vacation rental
1,Emily (College Student),2800,other,40.78,2023-11-10,11,4,Professional dues
1,Emily (College Student),2800,other,31.78,2023-11-04,11,5,Bank service fee
1,Emily (College Student),2800,other,201.85,2023-11-08,11,2,Tax preparation
1,Emily (College Student),2800,food,47.39,2023-12-12,12,1,Sushi takeout
1,Emily (College Student),2800,food,77.1,2023-12-02,12,5,Organic market
1,Emily (College Student),2800,food,44.11,2023-12-31,12,6,Food truck lunch
1,Emily (College Student),2800,food,150.55,2023-12-03,12,6,Grocery store
1,Emily (College Student),2800,food,29.02,2023-12-02,12,5,Meal prep ingredients
1,Emily (College Student),2800,food,50.93,2023-12-05,12,1,Organic market
1,Emily (College Student),2800,food,27.45,2023-12-03,12,6,Brunch spot
1,Emily (College Student),2800,food,34.51,2023-12-07,12,3,Meal prep ingredients
1,Emily (College Student),2800,food,27.9,2023-12-11,12,0,Grocery store
1,Emily (College Student),2800,food,31.48,2023-12-09,12,5,Fast food delivery
1,Emily (College Student),2800,food,326.63,2023-12-05,12,1,Bakery
1,Emily (College Student),2800,transport,32.71,2023-12-19,12,1,Oil change service
1,Emily (College Student),2800,transport,115.84,2023-12-01,12,4,Uber ride
1,Emily (College Student),2800,transport,33.26,2023-12-09,12,5,Gas station fill-up
1,Emily (College Student),2800,transport,40.68,2023-12-05,12,1,Monthly metro card
1,Emily (College Student),2800,transport,85.24,2023-12-14,12,3,Lyft to airport
1,Emily (College Student),2800,shopping,72.74,2023-12-19,12,1,Clothing store
1,Emily (College Student),2800,shopping,70.13,2023-12-15,12,4,Bookstore
1,Emily (College Student),2800,shopping,99.78,2023-12-08,12,4,Furniture store
1,Emily (College Student),2800,shopping,90.57,2023-12-02,12,5,Tech accessories
1,Emily (College Student),2800,entertainment,130.32,2023-12-31,12,6,Museum visit
1,Emily (College Student),2800,entertainment,180.46,2023-12-28,12,3,Amusement park
1,Emily (College Student),2800,entertainment,76.86,2023-12-04,12,0,Online course
1,Emily (College Student),2800,entertainment,70.74,2023-12-15,12,4,Movie theater
1,Emily (College Student),2800,utilities,261.41,2023-12-21,12,3,VPN subscription
1,Emily (College Student),2800,utilities,146.43,2023-12-18,12,0,Cable TV
1,Emily (College Student),2800,utilities,173.41,2023-12-11,12,0,Home insurance
1,Emily (College Student),2800,health,26.95,2023-12-23,12,5,Doctor visit copay
1,Emily (College Student),2800,health,33.48,2023-12-28,12,3,Lab work
1,Emily (College Student),2800,health,19.31,2023-12-21,12,3,Urgent care visit
1,Emily (College Student),2800,travel,34.77,2023-12-08,12,4,Airport lounge access
1,Emily (College Student),2800,travel,17.45,2023-12-11,12,0,Luggage purchase
1,Emily (College Student),2800,travel,22.17,2023-12-13,12,2,Airport lounge access
1,Emily (College Student),2800,other,117.76,2023-12-09,12,5,Library fine
1,Emily (College Student),2800,other,63.22,2023-12-31,12,6,Charity donation
1,Emily (College Student),2800,other,63.22,2023-12-22,12,4,Professional dues
1,Emily (College Student),2800,food,61.08,2024-01-20,1,5,Online grocery order
1,Emily (College Student),2800,food,41.5,2024-01-08,1,0,Sushi takeout
